adr,is_canceled
-6.305160843211602,0
75.05222697446345,0
74.54640111017426,0
76.37628755169044,0
49.411646931038106,0
92.83288700679282,0
80.66736067080774,0
71.13839553174745,0
63.114261003321324,0
44.07361105450615,0
86.86197271476748,0
90.99270529659857,0
73.2959467178665,0
66.50457568502783,0
87.50337569006685,0
76.14472155294807,0
72.45548246155852,0
63.281505016880324,0
83.08685788179577,0
82.49135855493495,0
70.08944233302944,0
63.91092378498425,0
53.69446846574404,0
68.86389491734572,1
70.07770449498919,1
82.36033131489097,1
77.25004794311374,1
78.09903066601994,1
70.28457119880184,1
73.72399345381737,1
67.29940644200855,1
62.96125954736747,1
56.06020049327512,1
47.62546256760215,0
35.258041084677636,0
34.74445189596098,0
73.46833787659912,0
53.600207987641475,0
68.56017188945168,0
57.113044644969996,0
49.28851878859378,0
78.00341724392666,0
80.22349746788592,0
78.75577999017234,1
68.26857865409006,0
45.13184889480213,0
77.99029063530004,0
79.82402345602806,0
73.65291265952312,0
58.85037794730978,0
80.14363734242139,0
82.57311516590727,0
77.10592050442294,1
57.26903724945015,1
72.136378031157,0
61.59460302347451,1
28.08171251044615,0
37.97729688395384,0
50.093010470361435,0
42.308216237960075,0
32.84911573579331,0
111.85258702155208,0
125.62863694971864,0
-0.7293402059199703,0
-2.9021964446661137,0
80.61358741298649,0
78.11135367642505,0
52.68258304269804,0
72.73091601649068,0
85.98317504298052,0
90.6678503767897,0
59.192341191394206,0
90.66448680546641,0
79.61445559211816,0
69.58951552692355,0
71.57263538386816,0
83.00211389353893,0
84.4352567378662,0
94.73318644346962,0
85.881901080655,0
69.71511704210343,0
66.09769392319473,0
75.4967494072563,0
74.65763002183817,0
82.20181532784531,0
69.90576826036819,0
86.9459623148777,0
91.27115156469358,0
127.64203768902034,0
27.54046688261443,0
34.989623858269574,0
73.74190738624141,0
119.57091151112024,0
115.0500254006056,1
78.46210066681056,1
56.62723662854311,0
72.8020505971445,0
49.60556395682657,0
29.326503477065593,0
76.59281862235738,1
57.72366850773314,0
78.95890901990289,0
75.16577759560758,0
65.10718597534921,0
85.27267618474339,0
92.2716093150547,1
51.589528418807994,1
115.75881449399272,0
93.47651700851485,0
92.07068588766887,0
101.71053981213569,0
88.03587460573013,0
68.96728095164103,0
83.74135126446923,0
73.54228757987353,0
72.88559312967547,0
78.77840543990564,0
54.41191458078352,0
127.80219629527923,0
-88.64280403944073,0
91.03955894674318,0
58.2897969274813,0
127.85820216318251,1
62.77074070563201,1
32.741367204318735,0
117.37939768140396,0
123.77286859934506,0
107.558570622919,0
83.96246570814569,0
118.43976466595268,0
110.93272746219415,0
140.45344791624518,0
100.689262371721,0
138.89780773629144,0
80.57265385945206,0
110.37645646223879,0
36.84568714710417,0
69.36004440769008,1
44.97822834132624,1
45.72187796561966,1
15.32691670113308,1
62.6594079932301,1
48.15589779922235,1
51.784313915050255,1
33.06143575021729,1
36.357318095004224,1
34.91658725185103,1
39.337931777172216,1
8.96020294822187,1
42.84361127851813,1
45.66105067561348,1
38.91721308135188,1
28.68201952407152,1
33.738363741834306,1
45.57773439080529,1
10.98037924910733,1
31.753198933424567,1
33.88318702918579,1
19.58428161480668,1
49.816960484253904,1
7.968036782778093,1
67.28675194190072,1
32.691810804691556,1
16.041608981676184,1
54.71670442131129,0
24.009266306645962,1
32.148052688774754,1
30.02623878802771,1
49.58632495689346,1
54.46689345499134,1
49.8700788974389,1
43.497807392946704,1
34.294161927183445,1
30.17857997909646,1
55.96878088174762,1
43.71044929559132,1
52.30477334178994,1
99.1464493447895,0
127.5459027873011,1
82.7998909411764,0
85.9213643210812,1
61.04850267373894,1
60.77160730754694,0
74.6187748371398,1
55.53580265423825,1
35.73468751435377,1
83.97657436116381,0
74.30566131473695,0
89.77508956076733,1
69.4272592212318,0
63.17817539245206,0
36.645922698939174,0
53.957240549340256,0
40.73059485405106,0
31.009093974754357,0
42.90190083325202,1
97.70787496688796,1
18.940489435153367,1
168.4858771769905,0
76.7916013140773,0
35.51790375294918,1
85.01497747888885,1
104.14945516683628,1
86.81477830072927,0
95.65966803885395,0
128.7219789819703,0
103.87695187782923,1
91.86655255109987,1
130.1829509909253,0
73.73004410454139,0
125.77067372671983,0
83.17478443606741,0
43.557923879108294,1
34.136424582894826,0
41.605237341990794,0
80.7384087745762,0
84.40271750263042,0
95.83970963539718,0
144.4579785669023,0
44.520263950052325,0
93.84463645609232,1
50.19869013991462,1
82.70620371631094,0
68.94456527085386,0
31.16553688801709,0
172.84176267910004,0
93.2197634241788,1
125.91882151487387,0
53.58408804744153,0
63.12001709043109,0
81.69041195577991,1
56.3322868466555,0
88.08814529659571,0
104.85981055816237,0
89.11969894846804,1
84.97066876942772,0
119.56596693410911,1
89.1791672763759,0
82.61362457920458,1
122.69335829856692,0
117.64966474761923,0
71.83258240754361,0
21.3054526058378,0
-4.441218043847648,1
-2.3237689483153834,0
104.80020842840143,1
114.63353208574532,0
79.20851686334257,0
88.68780063041054,0
60.145024191485795,1
66.91733236952737,0
88.83189691475253,0
83.91820640747059,0
49.80919973027992,1
81.23782452379291,1
62.43671619820137,1
89.013013118187,0
78.51065540830898,0
56.62415121172942,1
80.594266857724,1
74.51211833362466,1
127.47557373871366,0
105.50829099349849,1
117.40293396197643,0
88.72259328564833,0
87.62557420851554,0
101.90976499061745,1
87.3336735153382,0
107.294982117169,0
162.05005881838704,0
55.633154595814325,1
156.44852349865914,0
66.66759572936058,1
58.64678501154708,1
39.77508659102675,1
59.793431111748454,1
41.79950721013885,1
44.93823649810858,1
43.296914045805714,1
65.81260780479711,1
55.221184745029824,1
29.91428845708889,1
49.39991171984275,1
66.56144421552696,1
41.52961523205479,1
10.483221345621287,1
56.041726274140046,1
57.586521619121896,1
61.58577572276498,1
71.97805096636927,1
41.8013124879614,1
36.854331616410775,0
105.5012487741143,0
72.65407187307041,0
32.15796337979428,0
43.543483760549954,0
33.77879928932093,1
51.88288343513288,1
73.29930075510346,0
132.93526324211186,0
94.94845209239641,1
68.93369403522712,0
20.550533313204998,0
49.77248031467953,0
43.71053163409981,0
57.94930916225087,0
56.01829222522593,0
81.64351920203822,0
53.65288347704277,0
49.902087640750025,0
43.40515676682881,0
28.677130029792572,1
34.421721069808804,0
92.0101229448527,0
90.3731645001933,0
46.369318997924026,0
77.48113180414131,0
76.75491288492894,1
99.61274930421413,0
101.39341069078364,0
139.55486355045568,0
68.13001869499203,0
64.84426702770635,1
42.681368540366634,0
49.519184902875736,0
78.79062605364027,1
33.099198243150795,1
63.223756359415276,0
152.32639211066666,1
153.19867045074037,1
82.34185116216665,0
88.94911032493727,0
64.47093576652121,0
144.6227943779644,0
79.10886254985361,0
48.052286350878255,0
67.81867491888457,0
120.87878696164348,0
62.02670942330682,0
122.90516278885086,0
47.196999354990474,1
-7.897349258917883,0
75.67318082568889,1
104.19217962343296,1
103.92593930439926,1
68.86540049242869,1
129.6305902021624,1
63.43998841722738,1
113.38856755509129,1
86.51424421352259,1
60.07501814812704,1
126.12195062895401,0
117.14078099947984,0
103.84666236565417,1
106.95230908951063,0
81.72922405771386,1
75.84038498306778,0
74.59197714780764,1
74.44024099694877,1
34.463387138962716,1
126.31645816415424,0
88.85496167974202,1
75.68830089471483,0
149.26388774349826,0
99.12116968053196,0
60.707897703432046,1
70.01305360576708,1
67.51300076179734,0
14.967329660613615,0
91.254913980872,0
29.981602220840696,1
80.40280973409584,1
76.6325840122397,1
80.63194249817694,1
46.919872932969724,1
110.59861935837162,0
70.39087070609884,1
42.207750449985035,1
158.98403671407732,1
72.84455013513346,0
115.58093550482752,0
61.116572029119595,0
78.27071561846942,1
27.626957204248214,0
57.417911393263715,0
12.793673613331913,0
89.71378093686769,0
106.64674253637213,0
120.91293734573469,0
107.99469682061178,0
106.16899768508706,1
174.17862474218288,0
236.9906343001804,0
103.89921554089294,1
103.00255066935452,0
160.02289111750898,0
137.9253592484973,0
93.65082408559886,0
60.665638835227355,0
89.8771132327052,0
96.37439786724559,0
45.6344249945581,0
42.6573056991891,0
95.6494602954685,0
182.9871324973489,0
64.20865393697383,1
95.27990268558271,0
76.14661611893929,0
40.46294896921265,0
142.32068821802378,0
71.43284964503796,0
161.9139429557611,0
136.36836289582266,0
111.78837243135278,0
63.77789118796721,1
83.76092981932705,0
42.21701357502508,0
144.712280745854,0
77.57227893372615,0
94.52935527690468,0
73.64505276736587,1
53.261509435339576,0
81.42313428094424,1
117.49533395624366,0
67.38550184236516,1
60.88145672694936,1
79.84681709784759,1
79.28832565060982,1
76.25374557232755,1
57.036205730344925,1
160.16658240692746,0
100.5710475370193,0
79.63020498690337,0
56.070493767719604,1
56.35897508225561,1
50.87741218503126,1
54.54606704931253,1
26.990818530113803,1
57.568061789084794,1
40.907381423991474,1
55.34219329967957,1
57.94864349599826,1
32.889461468498425,1
41.44282684486434,1
83.79412577781906,1
43.91617303326708,1
60.42148782129467,1
37.799197094030546,1
40.332446200005776,1
45.98719992319437,1
51.900451726834355,1
58.42589529099618,1
75.0561473969468,1
78.71247080600368,0
19.129267599564628,0
182.5743081458239,0
89.26878763795641,0
37.60644126943739,1
72.16619491079817,0
58.014345330344064,1
64.98546205458443,0
82.0333182693173,0
103.93171996105491,0
43.803196741120644,0
109.47905901664178,0
55.54492573423757,0
62.93856181147925,0
168.02291699184818,0
158.44775985198837,1
87.72001824459507,0
99.17887169622072,0
140.32371348260284,0
0.0,0
-18.271284811769767,0
102.03148833758068,0
76.90266537317106,0
54.03006739158235,1
158.84908911888203,0
151.97537960860456,0
66.14551014086288,1
92.58385031917118,0
14.177320140499098,0
156.19730555262632,0
67.54385460489074,0
86.74445367468138,0
29.553429898179463,0
59.03445239667021,0
76.98137705174648,1
77.68599317849693,1
67.34882606676453,0
70.51141468690679,1
54.80623228925915,1
43.75293219407733,1
55.89271779609216,1
60.2420881108951,1
31.441359835047965,0
52.70121311509582,1
74.38616556766279,1
81.44638707094151,0
78.44969552685501,1
13.977411362672653,1
32.77528051050966,0
106.22798779234532,0
69.38717048184256,1
99.8145788913343,0
43.048949227988146,1
62.620102013631076,0
49.577494164261005,0
62.048755293232354,1
32.367920728192956,0
108.88134452267734,0
61.068752634595526,0
108.86826801280405,1
50.48292627480657,1
80.71212429466405,0
122.52562999123438,0
60.26825163673747,0
-0.7712339865820776,0
-1.0593028082070088,0
179.89254556905598,0
102.68142168549278,0
116.23116999783352,0
189.44986692924104,0
143.11387595598748,0
166.94976325447098,0
49.93203945258913,1
59.47714338947989,1
38.716264416559675,0
-17.040266319441436,1
8.92091122484533,1
-10.467561299399588,1
50.912108301654214,1
109.30155867999324,0
72.32954345579559,0
59.092516344245006,1
43.994121212190095,1
80.46920842671891,0
21.82827087214168,1
64.79083883040747,0
65.60774950946445,0
108.30072401762916,0
110.63695377036758,1
50.430371332882615,0
53.95926814409246,0
32.295545315042794,0
97.71375001974978,0
78.18858342184812,0
50.84582589086357,0
88.43242551799787,0
82.68226062872223,1
27.69103261113979,0
58.85507287481983,1
73.87599309840877,1
