,predict_adr
0,98.511903111875
1,51.03827312736391
2,49.56612584071577
3,121.36898967756733
4,203.0987877324398
5,98.89875168026953
6,136.02498234295754
7,202.67493900656632
8,127.15014946973926
9,103.01374605320272
10,139.75311707604936
11,129.92525303202558
12,113.31098042615369
13,47.24759855416697
14,142.78574512168183
15,199.80444677499602
16,130.7227316855571
17,147.10770521018298
18,60.627411604457706
19,103.01374605320272
20,40.03475541432082
21,65.39921232164014
22,97.17463643794088
23,63.70680377069643
24,63.63534316353338
25,97.78063223462549
26,97.78063223462549
27,85.52523438989621
28,83.08496960759985
29,121.67192878051763
30,155.53561391232734
31,117.10905768513425
32,103.01374605320272
33,103.01374605320272
34,41.759537459943346
35,133.10046122378404
36,88.94150159569168
37,73.8459630460084
38,5.731922888841361
39,5.7475442669642804
40,91.43912961960352
41,31.807951348649386
42,182.76804333404786
43,110.22773379344467
44,112.54701584820167
45,82.9445469001129
46,102.84487490672763
47,102.84487490672763
48,102.84487490672763
49,115.46947026743337
50,136.22394499146986
51,101.47281214492698
52,105.77521093402258
53,205.61148015741273
54,213.2770468328398
55,98.60839005973398
56,98.6534301875096
57,42.97291489998965
58,159.39730183731288
59,96.8249189949106
60,96.76531632569593
61,77.57331597400352
62,136.22394499146986
63,87.07450862594955
64,81.69332069672993
65,137.75897358029377
66,140.33554543684667
67,89.56549789625119
68,89.60942878342841
69,91.65562815059491
70,99.31890278496286
71,76.55529015204178
72,97.30193189175569
73,97.5657856902227
74,82.73724587216644
75,98.35635115115048
76,91.73439360054199
77,103.01374605320272
78,103.01374605320272
79,84.6523398917009
80,65.88150163409009
81,89.56549789625119
82,59.51603781826913
83,140.28950554010933
84,47.87834169037654
85,80.96044532404866
86,131.5532781355363
87,103.01374605320272
88,113.77281065511052
89,76.55529015204178
90,103.01374605320272
91,80.8236302404425
92,144.32595946169
93,107.59644715153075
94,58.22485930190319
95,53.181229843242654
96,69.00429896500461
97,103.01374605320272
98,21.390816733357312
99,99.31890278496286
100,120.13213965140085
101,101.27129973240068
102,86.00785353611951
103,103.01374605320272
104,103.01374605320272
105,103.01374605320272
106,103.01374605320272
107,189.16278436657103
108,69.48588745596406
109,42.30410486404348
110,170.61320192541723
111,76.7603178697871
112,47.62189897328463
113,47.70080687188624
114,103.25526151198665
115,109.28446885424411
116,72.07600269733382
117,25.498525648809323
118,10.74491665949385
119,59.428347856955924
120,58.46242097723453
121,62.890536434976454
122,79.43338726292055
123,71.12750750834168
124,86.00785353611951
125,103.01374605320272
126,10.487089236094743
127,89.60942878342841
128,75.46425624860447
129,50.7056265084423
130,10.487089236094743
131,71.68565715715262
132,87.47689884609595
133,98.48172023126921
134,84.07204110532425
135,90.91975764640159
136,110.15789634527793
137,60.465737207651074
138,93.8325319407237
139,88.82760909799148
140,118.77898114282424
141,64.40665185177794
142,108.80562946597549
143,83.31260605906708
144,91.8233724387604
145,52.87196321378101
146,90.75278332708835
147,55.946913584587406
148,91.09139688278691
149,127.46475085711172
150,91.8233724387604
151,91.16750276452738
152,92.32965391572569
153,148.48420621255954
154,93.57207669241825
155,97.57124258835651
156,88.88529992163792
157,104.13447935707678
158,127.33913184514164
159,95.37473518835468
160,102.38470044551286
161,89.28890100010938
162,93.24193267182028
163,89.91155954828555
164,88.54757997202809
165,122.15029424577114
166,91.00453130496714
167,55.13747296204009
168,111.95715446402248
169,36.101859168872025
170,57.78921158826201
171,93.06473938215531
172,60.465737207651074
173,92.53921526615827
174,61.25471747173438
175,150.0382906791294
176,59.48197577884039
177,199.1326755668075
178,88.61572589640964
179,102.37200812690625
180,89.14693468159841
181,127.89968875316261
182,94.79039767062822
183,94.33988660991368
184,84.909914976342
185,102.81136605175715
186,91.8233724387604
187,94.79039767062822
188,62.329808069539325
189,92.32965391572569
190,91.08783076204294
191,86.12155220438235
192,95.94250675960303
193,211.0201637062264
194,215.65665783232248
195,112.29481559946734
196,64.53888978369311
197,63.702774361574654
198,61.843374023777486
199,128.30289567983252
200,65.96697016665577
201,72.37341104976298
202,44.44602823192038
203,88.2509494424846
204,48.123921311947335
205,154.077328908538
206,67.47522112765162
207,70.47524444906263
208,42.63909507278679
209,62.94524950987319
210,94.74291159768764
211,91.8233724387604
212,91.8233724387604
213,91.76061430937163
214,43.150332031803856
215,69.79013912972597
216,116.70334058669312
217,117.56713571640219
218,85.28078366456337
219,92.59280378187357
220,92.53921526615827
221,69.10784721133122
222,148.48420621255954
223,148.48420621255954
224,140.0242095581392
225,69.10784721133122
226,111.1365664860569
227,81.34417778573368
228,73.043167791583
229,67.85078380905671
230,50.70544625049293
231,93.17195739009375
232,58.28286583743791
233,10.877814671652605
234,114.4808401777695
235,189.5842853439735
236,116.28229355467023
237,93.17195739009375
238,191.8769239077327
239,84.10656896738969
240,86.19871666113478
241,67.17920433203565
242,93.99009381835631
243,93.17195739009375
244,93.17195739009375
245,93.17195739009375
246,67.1762565904917
247,93.17195739009375
248,84.75579277893166
249,93.17195739009375
250,87.91743748501857
251,93.17195739009375
252,93.17195739009375
253,92.02045862045502
254,63.90603706037966
255,93.17195739009375
256,86.31173222343588
257,93.17195739009375
258,93.17195739009375
259,93.17195739009375
260,48.883936280435016
261,48.883936280435016
262,93.17195739009375
263,93.17195739009375
264,106.68495295320834
265,87.91743748501857
266,93.17195739009375
267,119.99640241967577
268,64.11598865854624
269,41.67199125678997
270,41.67199125678997
271,41.67199125678997
272,41.67199125678997
273,41.67199125678997
274,41.67199125678997
275,41.67199125678997
276,24.055369200201362
277,86.88110706437675
278,41.67199125678997
279,86.88110706437675
280,63.88754258854465
281,168.5288054919712
282,105.3706853764945
283,41.922608818162395
284,67.21412206348985
285,93.17195739009375
286,93.17195739009375
287,119.99640241967577
288,126.51834844093445
289,42.039449508146035
290,153.9786317881319
291,41.67199125678997
292,35.572346357291075
293,100.9145774918317
294,56.111258156494515
295,90.20521901827118
296,88.92448271796094
297,0.0
298,98.10037182775582
299,58.959081733150526
300,95.55055888184793
301,93.17195739009375
302,93.17195739009375
303,58.959081733150526
304,58.32724693886099
305,93.17195739009375
306,39.800613242162655
307,71.73581621147066
308,46.47285113482803
309,41.67199125678997
310,41.67199125678997
311,12.842968140486045
312,16.214600362545312
313,67.1762565904917
314,12.842968140486045
315,41.67199125678997
316,41.67199125678997
317,129.08941292427136
318,95.76966155287347
319,132.87689953666052
320,98.10037182775582
321,87.70136606149994
322,97.06009065084919
323,88.98811665287516
324,89.21684483646212
325,104.73551652221518
326,106.85932407704631
327,150.61695752816496
328,88.78374679565805
329,192.3625320215238
330,76.58131788744811
331,81.93128175371568
332,97.8338878280823
333,97.89060208797753
334,99.35736080700542
335,133.82139286384657
336,83.51042812307597
337,61.353247836460966
338,88.67684560358813
339,56.60754477079379
340,83.93810105971839
341,102.76628599495865
342,102.76628599495865
343,104.61251281089336
344,125.63961391127481
345,68.50352063003884
346,73.01868244229134
347,115.10069619483798
348,93.17195739009375
349,67.2433979645871
350,102.25671798676233
351,93.91142782012189
352,69.59705677801868
353,212.4065336771595
354,96.63941321570229
355,96.36486609949289
356,45.43661707350452
357,79.94094613841257
358,118.30392673507768
359,95.40179115139746
360,11.4846971874973
361,95.40179115139746
362,84.79124586797525
363,11.4846971874973
364,145.52480246146604
365,91.49786000208438
366,39.800613242162655
367,67.10058273233429
368,56.9352555395896
369,94.91486590341844
370,87.79166021403965
371,83.13716083739047
372,96.36486609949289
373,11.4846971874973
374,61.51195137635019
375,88.13293087130937
376,49.83530356156115
377,51.54882437282403
378,78.52702908515008
379,78.52702908515008
380,8.69844484288154
381,73.68411041075588
382,56.23415908299528
383,53.89788145189658
384,212.53523943686017
385,29.585465143798075
386,110.23127346921905
387,126.49610784035187
388,75.63134990489266
389,84.73051644854775
390,102.76628599495865
391,136.7396264901106
392,102.76628599495865
393,93.1435834954841
394,92.46789431923712
395,95.76966155287347
396,95.76966155287347
397,156.8727831608496
398,95.76966155287347
399,76.46020854833212
400,93.17195739009375
401,93.17195739009375
402,95.76966155287347
403,88.07108582240562
404,95.76966155287347
405,191.24082008256036
406,94.7802726760118
407,95.76966155287347
408,115.79925836372739
409,93.17195739009375
410,116.56930629130252
411,93.17195739009375
412,93.17195739009375
413,93.17195739009375
414,92.02045862045502
415,47.99296936480264
416,93.17195739009375
417,126.66232340319134
418,93.17195739009375
419,67.55297096095728
420,95.76966155287347
421,95.76966155287347
422,93.91142782012189
423,95.76966155287347
424,95.76966155287347
425,95.76966155287347
426,92.84593506268322
427,93.91142782012189
428,95.76966155287347
429,93.17195739009375
430,85.77919638337758
431,80.8036672887205
432,95.76966155287347
433,102.76628599495865
434,109.16166233317693
435,102.76628599495865
436,94.7802726760118
437,74.29046178840649
438,102.76628599495865
439,102.76628599495865
440,96.63941321570229
441,95.77685155481616
442,102.76628599495865
443,102.76628599495865
444,86.94328052305758
445,102.76628599495865
446,102.76628599495865
447,94.7802726760118
448,102.76628599495865
449,102.76628599495865
450,78.43518431998014
451,102.76628599495865
452,102.76628599495865
453,87.26432291465497
454,102.76628599495865
455,102.76628599495865
456,88.9851004116677
457,77.85521364083795
458,102.76628599495865
459,189.1045414044734
460,94.59429804567414
461,95.74651041279171
